[2026-04-21 20:50:58] === START MERGE BAZE DE DATE ===
[2026-04-21 20:50:58] Client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2054-03-04 00:00:00 → 2054-03-04 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DP10004048 client CUI=21708116: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2027-04-01 00:00:00 → 2027-04-01 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2026-10-25 00:00:00 → 2026-10-25 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4200122105 client CUI=42669613: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2027-03-30 00:00:00 → 2027-03-30 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2027-03-30 00:00:00 → 2027-03-30 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=ZEX067915 client CUI=54285624: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-07-03 00:00:00 → 2026-07-03 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2027-04-03 00:00:00 → 2027-04-03 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4090041985 client CUI=21167592: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-06-02 00:00:00 → 2026-06-02 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2026-06-23 00:00:00 → 2026-06-23 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4200037824 client CUI=11359108: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2027-02-19 00:00:00 → 2027-02-19 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2027-02-19 00:00:00 → 2027-02-19 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4500019725 client CUI=49391254: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-08-27 00:00:00 → 2026-08-27 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2027-02-21 00:00:00 → 2027-02-21 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4090020385 client CUI=RO6903520: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-05-01 00:00:00 → 2026-05-01 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2050-11-20 00:00:00 → 2050-11-20 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=CPE8091018460416 client CUI=48929593: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-10-12 00:00:00 → 2026-10-12 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2026-10-12 00:00:00 → 2026-10-12 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=ZCS050290 client CUI=39775002: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-11-13 00:00:00 → 2026-11-13 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2026-11-13 00:00:00 → 2026-11-13 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=ZEX063217 client CUI=33964207: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2023-08-17 00:00:00 → 2023-08-17 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2050-11-13 00:00:00 → 2050-11-13 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=PI2000024375 client CUI=48614536: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-09-24 00:00:00 → 2026-09-24 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2026-09-24 00:00:00 → 2026-09-24 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4500018252 client CUI=7075981: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-07-18 00:00:00 → 2026-07-18 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2050-11-13 00:00:00 → 2050-11-13 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=PI2000024482 client CUI=43693210: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-04-24 00:00:00 → 2026-04-24 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2050-06-19 00:00:00 → 2050-06-19 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=CPE809101840471 client CUI=RO7605484: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-05-30 00:00:00 → 2026-05-30 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2026-10-01 00:00:00 → 2026-10-01 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4500017333 client CUI=RO37605311: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-04-25 00:00:00 → 2026-04-25 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2050-04-25 00:00:00 → 2050-04-25 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=PI2000024374 client CUI=45185910: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-10-04 00:00:00 → 2026-10-04 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2050-10-04 00:00:00 → 2050-10-04 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=CPE8091018460479 client CUI=43069005: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-08-15 00:00:00 → 2026-08-15 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2050-08-15 00:00:00 → 2050-08-15 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=M7MLTAA3980 client CUI=RO37669161: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-09-18 → 2026-09-18 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2050-08-19 → 2050-08-19 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=EC0000759 client CUI=RO15774840: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-08-01 → 2026-08-01 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2026-08-01 → 2026-08-01 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=AC20002883 client CUI=46550746: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-05-19 → 2026-05-19 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2026-05-19 → 2026-05-19 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=ZEX060617 client CUI=RO45470975: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2027-01-21 → 2027-01-21 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2027-01-21 → 2027-01-21 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=ZEX059611 client CUI=RO3358560: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-05-20 → 2026-05-20 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2026-05-20 → 2026-05-20 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=ZCM024481 client CUI=33834967: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2027-01-22 → 2027-01-22 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2027-01-22 → 2027-01-22 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=DB4090001244 client CUI=44386117: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2027-01-20 → 2027-01-20 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2027-01-20 → 2027-01-20 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=ZCM033967 client CUI=13600597: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Data_Exp_Abon protejat: 2026-10-18 → 2026-10-18 00:00:00
[2026-04-21 20:51:00] Data_Exp_Gprs protejat: 2026-10-18 → 2026-10-18 00:00:00
[2026-04-21 20:51:00] Actualizat sediu Serie_Amef=VF10005402 client CUI=13237387: Data_Exp_Abon=?, Data_Exp_Gprs=?
[2026-04-21 20:51:00] Adăugat sediu nou Serie_Amef=ZCS010239 client CUI=39156278
[2026-04-21 20:51:00] Adăugat sediu nou Serie_Amef=ZEX014738 client CUI=32719323
[2026-04-21 20:51:00] Adăugat sediu nou Serie_Amef=ZT20008287 client CUI=RO32640652
[2026-04-21 20:51:00] Adăugat sediu nou Serie_Amef=ZT20008286 client CUI=RO32640652
[2026-04-21 20:51:00] Adăugat sediu nou Serie_Amef=DB4200075547 client CUI=30869839
[2026-04-21 20:51:00] Adăugat sediu nou Serie_Amef=AC20002381 client CUI=RO43016175
[2026-04-21 20:51:00] Adăugat sediu nou Serie_Amef=ZCM033945 client CUI=30772258
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090017015 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090017015 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4400019147 client CUI=RO12290706 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4400019147 client CUI=RO12290706 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200120823 client CUI=RO32069000 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200037828 client CUI=18205718 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4700004200 client CUI=RO7377238 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX067913 client CUI=RO46769127 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX067913 client CUI=RO46769127 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090017015 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016893 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=CPE8051718290335 client CUI=RO14190479 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200017553 client CUI=6949153 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX002525 client CUI=6949153 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043591 client CUI=RO15376500 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=M7MLTAA9254 client CUI=8707989 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090032198 client CUI=RO20329912 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4700001078 client CUI=RO16743338 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4700004188 client CUI=RO16743338 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016893 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016892 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016891 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016890 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016889 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=VF10005868 client CUI=10658535 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=VF10005868 client CUI=10658535 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZCM010469 client CUI=40831912 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=M7MLTAA2617 client CUI=RO16174780 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090005261 client CUI=RO46440697 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090034793 client CUI=RO46440697 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090005261 client CUI=RO46440697 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090034793 client CUI=RO46440697 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090034486 client CUI=44317079 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4500020117 client CUI=RO45509021 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4500020117 client CUI=RO45509021 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=AC20003341 client CUI=3357165 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=AC20003341 client CUI=3357165 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200097151 client CUI=RO40840449 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200097151 client CUI=RO40840449 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX056248 client CUI=43579900 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090040536 client CUI=RO48937227 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200065434 client CUI=RO18852536 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043381 client CUI=RO6971355 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX063761 client CUI=RO48532835 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX063761 client CUI=RO48532835 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=M7MLTAA2616 client CUI=RO33077647 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=M7MLTAA6037 client CUI=RO25860000 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=VF50001751 client CUI=RO43082624 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090009399 client CUI=47697363 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090009399 client CUI=47697363 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090021420 client CUI=44301889 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090021420 client CUI=44301889 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200033022 client CUI=RO14617406 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=CPE8091218470087 client CUI=50780522 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZCS026739 client CUI=41816392 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZCS026739 client CUI=41816392 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=CPE8051718290339 client CUI=49752375 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=AC20002558 client CUI=45506173 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=AC20002558 client CUI=45506173 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DP10003769 client CUI=RO36803442 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4120005344 client CUI=43266791 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4120005344 client CUI=43266791 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4120005129 client CUI=51256071 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4120005129 client CUI=51256071 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043589 client CUI=42289665 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043589 client CUI=42289665 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043147 client CUI=42289665 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043147 client CUI=42289665 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX054917 client CUI=42555651 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=CPE8091018460473 client CUI=41951224 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DP10005164 client CUI=RO23919632 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX054917 client CUI=42555651 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043589 client CUI=42289665 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200097020 client CUI=RO42109314 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200097020 client CUI=RO42109314 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200019655 client CUI=RO10499030 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200004987 client CUI=RO16259789 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200120823 client CUI=RO32069000 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043593 client CUI=RO22574322 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=M7MLTAA2617 client CUI=RO16174780 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200036480 client CUI=RO17545010 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200026304 client CUI=RO5490132 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200019661 client CUI=RO7484994 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200026305 client CUI=RO29473635 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX054595 client CUI=42453333 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZCM033975 client CUI=19695197 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=AC90020357 client CUI=33381157 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=AC90020357 client CUI=33381157 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DP10005285 client CUI=RO41709558 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090018695 client CUI=RO41709558 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043531 client CUI=RO37660537 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043531 client CUI=RO37660537 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200119124 client CUI=43181792 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200119124 client CUI=43181792 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4120005642 client CUI=28449612 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=CPE8091018460131 client CUI=41951224 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=CPE8091018460460 client CUI=41951224 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090029962 client CUI=RO34235125 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090029962 client CUI=RO34235125 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4120005944 client CUI=51247235 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4120005944 client CUI=51247235 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090029417 client CUI=RO10340271 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090029417 client CUI=RO10340271 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200052890 client CUI=R10878344 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200052891 client CUI=R10878344 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200052888 client CUI=R10878344 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043575 client CUI=R10878344 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200052889 client CUI=R10878344 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4700004202 client CUI=RO7377238 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4700004203 client CUI=RO7377238 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4700004200 client CUI=RO7377238 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200066002 client CUI=RO38281132 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB090018690 client CUI=RO32853260 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX054663 client CUI=R14112292 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4700001082 client CUI=R14112292 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4700011276 client CUI=RO18560000 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4700011841 client CUI=RO18560000 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200030686 client CUI=RO38284228 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZCM021561 client CUI=R14929360 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043416 client CUI=RO10990657 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043378 client CUI=RO14512582 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016891 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016890 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016889 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090017015 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4100001179 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016893 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090016892 client CUI=18171186 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090034486 client CUI=44317079 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DP10000978 client CUI=RO646533 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX062385 client CUI=RO44686580 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX062385 client CUI=RO44686580 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200043584 client CUI=RO662946 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200037827 client CUI=RO32966943 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200037829 client CUI=RO32966943 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX062385 client CUI=RO44686580 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200019659 client CUI=RO669251 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200019659 client CUI=RO669251 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200019657 client CUI=RO669251 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200019658 client CUI=RO669251 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200019660 client CUI=RO669251 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090022444 client CUI=RO669251 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=M7MLTAA3202 client CUI=RO25264547 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200032713 client CUI=RO664033 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200031001 client CUI=RO663941 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4200033530 client CUI=RO31223622 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=EC00001935 client CUI=RO5320103 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090005480 client CUI=RO41194249 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4700015900 client CUI=RO41194249 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090029419 client CUI=RO6043531 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090024564 client CUI=37173167 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX064501 client CUI=30177200 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=ZEX064501 client CUI=30177200 deja existent, fără modificări
[2026-04-21 20:51:00] Istoric abonament Serie_Amef=DB4090024069 client CUI=34109984 deja existent, fără modificări
